-9.234735	38.469094
-9.229004	38.469094
-9.223272	38.469094
-9.217541	38.469094
-9.211810	38.469094
-9.206078	38.469094
-9.200347	38.469094
-9.194615	38.469094
-9.188884	38.469094
-9.183152	38.469094
-9.177420	38.469094
-9.234735	38.473598
-9.229004	38.473598
-9.223272	38.473598
-9.217541	38.473598
-9.211810	38.473598
-9.206078	38.473598
-9.200347	38.473598
-9.194615	38.473598
-9.188884	38.473598
-9.183152	38.473598
-9.177420	38.473598
-9.234735	38.478102
-9.229004	38.478102
-9.223272	38.478102
-9.217541	38.478102
-9.211810	38.478102
-9.206078	38.478102
-9.200347	38.478102
-9.194615	38.478102
-9.188884	38.478102
-9.183152	38.478102
-9.177420	38.478102
-9.234735	38.482605
-9.229004	38.482605
-9.223272	38.482605
-9.217541	38.482605
-9.211810	38.482605
-9.206078	38.482605
-9.200347	38.482605
-9.194615	38.482605
-9.188884	38.482605
-9.183152	38.482605
-9.177420	38.482605
-9.234735	38.487109
-9.229004	38.487109
-9.223272	38.487109
-9.217541	38.487109
-9.211810	38.487109
-9.206078	38.487109
-9.200347	38.487109
-9.194615	38.487109
-9.188884	38.487109
-9.183152	38.487109
-9.177420	38.487109
-9.234735	38.491612
-9.229004	38.491612
-9.223272	38.491612
-9.217541	38.491612
-9.211810	38.491612
-9.206078	38.491612
-9.200347	38.491612
-9.194615	38.491612
-9.188884	38.491612
-9.183152	38.491612
-9.177420	38.491612
-9.234735	38.496116
-9.229004	38.496116
-9.223272	38.496116
-9.217541	38.496116
-9.211810	38.496116
-9.206078	38.496116
-9.200347	38.496116
-9.194615	38.496116
-9.188884	38.496116
-9.183152	38.496116
-9.177420	38.496116
-9.234735	38.500619
-9.229004	38.500619
-9.223272	38.500619
-9.217541	38.500619
-9.211810	38.500619
-9.206078	38.500619
-9.200347	38.500619
-9.194615	38.500619
-9.188884	38.500619
-9.183152	38.500619
-9.177420	38.500619
-9.234735	38.505123
-9.229004	38.505123
-9.223272	38.505123
-9.217541	38.505123
-9.211810	38.505123
-9.206078	38.505123
-9.200347	38.505123
-9.194615	38.505123
-9.188884	38.505123
-9.183152	38.505123
-9.177420	38.505123
