-8.919151	37.806872
-8.913470	37.806872
-8.907789	37.806872
-8.902108	37.806872
-8.896428	37.806872
-8.890747	37.806872
-8.885066	37.806872
-8.879385	37.806872
-8.873704	37.806872
-8.868023	37.806872
-8.919151	37.811376
-8.913470	37.811376
-8.907789	37.811376
-8.902108	37.811376
-8.896428	37.811376
-8.890747	37.811376
-8.885066	37.811376
-8.879385	37.811376
-8.873704	37.811376
-8.868023	37.811376
-8.919151	37.815880
-8.913470	37.815880
-8.907789	37.815880
-8.902108	37.815880
-8.896428	37.815880
-8.890747	37.815880
-8.885066	37.815880
-8.879385	37.815880
-8.873704	37.815880
-8.868023	37.815880
-8.919151	37.820385
-8.913470	37.820385
-8.907789	37.820385
-8.902108	37.820385
-8.896428	37.820385
-8.890747	37.820385
-8.885066	37.820385
-8.879385	37.820385
-8.873704	37.820385
-8.868023	37.820385
-8.919151	37.824889
-8.913470	37.824889
-8.907789	37.824889
-8.902108	37.824889
-8.896428	37.824889
-8.890747	37.824889
-8.885066	37.824889
-8.879385	37.824889
-8.873704	37.824889
-8.868023	37.824889
-8.919151	37.829394
-8.913470	37.829394
-8.907789	37.829394
-8.902108	37.829394
-8.896428	37.829394
-8.890747	37.829394
-8.885066	37.829394
-8.879385	37.829394
-8.873704	37.829394
-8.868023	37.829394
-8.919151	37.833898
-8.913470	37.833898
-8.907789	37.833898
-8.902108	37.833898
-8.896428	37.833898
-8.890747	37.833898
-8.885066	37.833898
-8.879385	37.833898
-8.873704	37.833898
-8.868023	37.833898
-8.919151	37.838402
-8.913470	37.838402
-8.907789	37.838402
-8.902108	37.838402
-8.896428	37.838402
-8.890747	37.838402
-8.885066	37.838402
-8.879385	37.838402
-8.873704	37.838402
-8.868023	37.838402
-8.919151	37.842907
-8.913470	37.842907
-8.907789	37.842907
-8.902108	37.842907
-8.896428	37.842907
-8.890747	37.842907
-8.885066	37.842907
-8.879385	37.842907
-8.873704	37.842907
-8.868023	37.842907
-8.919151	37.847411
-8.913470	37.847411
-8.907789	37.847411
-8.902108	37.847411
-8.896428	37.847411
-8.890747	37.847411
-8.885066	37.847411
-8.879385	37.847411
-8.873704	37.847411
-8.868023	37.847411
-8.919151	37.851916
-8.913470	37.851916
-8.907789	37.851916
-8.902108	37.851916
-8.896428	37.851916
-8.890747	37.851916
-8.885066	37.851916
-8.879385	37.851916
-8.873704	37.851916
-8.868023	37.851916
